Address,esMP Amount
0xc5c2935b46849280bd98800200b58D3BB6eDc7a7,5272
0x9F7a2F82888eaDD94F0Bd61D88672A21ceA0dbe9,5272
0x7b4AeD7322A3750E828F729303ac6C0505a11F0c,5272
0x30Fa6043cde24b079EeDa2945a98f37C08f9cE8D,5272
0xD668191323dac8bDA3D11c13f3Dbd4479A3641F5,78873
0xF6a4FA847309a225c730aE826aeB2A45eD6c0710,5272
0x62a7F3b60f6C7335b0a227098efCFe5E02704099,5272
0x78F5a83067a501C4ec7136e489cc4bbEDfc0A028,5272
0xFb46fc0488c63D3b3Ce7ADeB711a5376d3F2461F,5272
0x0a5B890CDA295931129a83b74c2780158E8ccb7E,5272
0xf11fe422400E3e42310BCa8bcA7F0778A38d0b7F,5272
0x32eD363df6884cF09b23A21309cB5552155b6ef8,5272
0x294e1d6D15fE2C992064b997c215AB18CEdE7395,5272
0x98233db31d5FFc4fbA39ef9312bEe546A8Aa70f9,5272
0x70b7926262510B362B43e0A8082c40119A974273,5272
0x6128941d73cD158089CC5c2341b60e988d7A6ADD,5272
0x69b1e8C84A92B2B7f37C3f103A9309A8189A674A,78873
0x728FEa5230b607cbc9e3C0a10606c057CbCC97B1,5272
0xF47e2Ee1A148B0022A00c90927AC0442C794d31c,5272
0x01Db28000820e41Fe9B7a420aBB5eD61c55C12c8,5272
0x48CbF584331EdB0F88E7b73287CfCc8035A95DcC,5272
0x5802392211f115db0673532bc43A0e213a0D9E65,5272
0xD39b09bdF0fA3BD33437303231C6827EB12Ede78,5272
0x8f3EdECCAc30163ABDc3242342A23A61Ca48B1F5,78873
0x05083d12ca345bD086C624C2cD170D4D146dcA3b,78873
0x6e71970F76b032c507aC2fc3689E7F87D70F8FbC,78873
0x5d89c9C42a78F7a9956a0F54B1e187F4c8f99003,78873
0x206C5003B11aCF5Fba3CEB4e8419aAD6ECb29A61,78873
0xb4DE25488687ADA644Ae61faa97af9e76B8C1Fdb,5272
0x107E6F4df06a442e72A7fF03A25D33936deEeb22,78873
0x14e5d614FdCdC960A1749ea2A08D4bA1baF8E8DE,78873
0xb90064AAb14D4ba1e86f73e8150B0a81D404461c,78873
0x1BCca6f650D1BA4541464b266752D7515e67E29f,5272
0x1EFf89B75c840C565738a014304491777208911C,78873
0xdC38c8D14E33338c18E77E3c4b5D7Bdc6Fe0d060,5272
0xEaA5C7c67cB10BB1e047909a796D74591a974D6F,5272
0x9a16c1486040c2F2D703E9fCbFf37A1f72C6078b,5272
0xc6f9c65385151c9a447932ee834036BCEA12fC70,5272
0x4CcDF69A26e6b63FA1a1Ad47a649ed2466623DD6,5272
0x073F4937f3dDf8c353F08DF230E269BD0B2B01Ba,5272
0x7c0Adf84D1ac1d5357431e60407B8ff7e4D58c22,5272
0x75b5422f7EC883bB2A8b79D46a12fA2dEd300dBD,5272
0x9E147477e1167D6628D7D1B460107C07E4E435D6,5272
0x6A555B5895E587733b4070c97291E1f98BB6a175,5272
0x505Eeb445a6E3Dc7DC7479a4C2E489a8FA45043a,5272
0x9d0A0a23496A86E7BB8E5D2D8B009152fa0aE460,5272
0x85605305080a86d1a15C1F61d74200fC1Fe24C4A,5272
0x9a077D8ee5cec4BEba417D3bdC879E9f92f49744,5272
0x8E3EF1e95272b92B125816531B44dbB26dbADd35,5272
0x413D4986eA844013934BAF5b446cb63500D9F6b7,5272
0x01A9CFbB58D81DDe84f428e85D83be2ebA32ca31,5272
0x86Ee03D86ee15AB06Db0E81DAd221828d10f2659,5272
0x733310515d862326556b67C3551dDFcAc476F212,5272
0x31c5af6E5C9Cd7b69029e0e58A73808246746a56,5272
0xF34e304A542E043F4f417bFeEdDf74a74e00CeE5,5272
0xb789A1297b1f5d46435d1679e18696438A795b04,5272
0xE4e3cECEe7DdA5852992F8EF1E8821C952f76267,5272
0x318faBC69A39A4B6e67FC3fCAF7f642E14A12A41,5272
0xFAe8961e977DE8123F7A1544a25B2aD6fb423790,5272
0xE750e9d86e203D074c19d0B15bB689bCC45CcB71,5272
0xe061FB4cf4458C364B22453daA0D749d4cae1c79,5272
0x875D608BF2FC8A5Cf57c134cF4d0Dd3fa75375e2,5272
0x33f3F7eA336637a867aF838f986327ad45Fc8Fdb,5272
0x35B97a956Ba56F97fB2185994861Bdc95ED4c55B,5272
0xcAf01E21db1F48697da37a175c19b8D9884430F0,5272
0x01d52590a853F3A3d96f801A437968fa245cD3B3,5272
0xc7243976Cd88C380Da5f186ef7427314AbcD5e2a,5272
0x8bE59fB0b0896D23e04db485ABe580D594627DBF,5272
0x4AB74F126d016A4025eCF5d0D5DbbD518B723D9a,5272
0xc2FC16d99eB3470A9083fD25eA90c07cF6f1799D,5272
0x106250881e94A9f0e98846474102a47076543d39,5272
0x753A4b8d9EF91477ca99e4DFB155a7E1184822B5,5272
0x478DB9CEfB0faea3268D06b94b7BE2D88eE5d98c,5272
0x27739EE7e5562Fb157d82b51F24EAfBf55d28821,5272
0x34e0F9963AFd5219F5f99f084afbFa07cA87A15C,5272
0x5856d5ca7C81D77AeD4C598Df0914d9843f11924,5272
0xBDd91D82ab88Ec294d698Bd7D8Ad8494681D497E,5272
0xbA35D7eEB0Ca52Ad07E14814395472f1abdC03e7,5272
0x2ca80840d96fdFccAc3DEB26781d2DfF835fA4D4,5272
0xa842B4bDeC31135AC837d74c5a39fC911Ed4D57f,5272
0xfb62D1A6A6d8203440086C7952F907fA92e674C2,5272
0x8960704373B9480016cD375630478e5EeC20f7C0,5272
0xA8a193010A14De66C05868e3910AFB9D97c7F5aa,5272
0xC58451A3674590c384d540AB7716Ab1A830534c9,5272
0x3684e57a5C391FaAb46dab476c03808766924C3F,5272
0xC5e8D14aFAFA95F23E35Ecd21E9c88de2D565417,5272
0xf0255f1f72Ac0B9942ccc94fF9fdcBcfcCC534d4,5272
0x29C456BD124E33d9BDc12ee618BFE0327bDC514e,5272
0x5480FaD73E259a297207dAC4F606aeA6a5b698Bf,5272
0xddC4922E314C574Ca42264a7F1a95141277972f6,5272
0xd408AEe4db8b985939e5ec837C3cca44F7CF6294,5272
0xE8d893dCF6137673B5F3cbc1f35bcFF48825d461,5272
0xB6b6701A464cEa00376ed1265890fBCbd981FdfF,5272
0xbC9FF0E2D9A3b0979b8692a9f40bB1d999823F92,5272
0x04B0f93fF60946722Ff81082Fd4Dafa977647477,5272
0x5c425DA7Edc776cF7Bc477D18e48e00A645E7eC8,5272
0xD064159d061d5D13AdadDdDFCc7251cf5Aa8d1c4,5272
0x2955601154D6341492ca647B8AD31D7D944192F7,5272
0x61FFb4c65b4690aa32e48a629Eb4B3A6F8800FeF,5272
0x60Be97354323B8da75A2dec590cB438e7b4D4977,5272
0xE58e21E88178F0Af0FF7B836428534bd90c85c0f,5272
0x4c758E7317949a522c71Fa3CA22768EeEeb560A0,5272
0x2fabc2979071a463526AF4eaEA7b980165135832,5272
0xa33312f5deBf893448d6100FfF961ad46Dc3D060,5272
0xBa39d4Ac3C4d63346032709BCB2aF84004156828,5272
0x685c7409DF2DcDBbe659754F3f622c284001F971,5272
0xD3a491B958Bed484801bF65C477C458227b730a7,5272
0x9F037c463F103F59478031fC6C4Fa38A782657b7,5272
0xCd9fB5E9A30885FBBBCfDb842d10C78AB9cE1cE3,5272
0x80E672288810C74b5f5E1830c6e6bB79eDC3aa91,5272
0x8cF129Ff29351fB84f622072C1fc7c0dD707db63,5272
0xC7d02126c8888EBBB7BB02a7e14A4a2549207031,5272
0x0bceb31362e07290F2E5Ab3DbeFdd21d03d0AB8c,5272
0x6E1281381d1c05C40Ee61Fe8b1de52b0cf19a6bb,5272
0x70573ae4ff57b4F375513778977C43Ee55561d6f,5272
0xd8654a5Ab879C30eF2F1F12247B2e47B86293279,5272
0xe5817c5355f5ed7f480AE05795fF203068cf99b5,5272
0xC4c999912f9497eb4D7F5cD772da67f2D7474C7e,5272
0x93FEF4C9E6B84cAc66Cf6419471Ad6Be3a96Bc2b,5272
0xf285059AC65C0324ce8d1EeD56CD6a0a91ebD0D7,5272
0x929A2983C8001Ed57Fe482c353187d5a4A710a23,5272
0x7B0864616f0bB0C709B5188dfF2b4ED0e6125117,5272
0x5Ca4FE878821645a56360737279011a70896785E,5272
0x361ab351c5298276b6770991FCdEA2BDC4980215,5272
0x843bFB25e5869218c65fafdD899FfaFDa48f8caB,5272
0x00Bed79719F662277f08D7d89B947288b5C32D3e,5272
0xA5b244a0eB8B8a666610e626Ebd64b9E82bd6E64,5272
0x54859B99512b3b1e79BeDdD72b7605765C7Ead9d,5272
0x7bfE9B33f4F8ab12b952E13c82b74788758a88C5,5272
0xe9a7630EDa798e8500382Ca9D6EE4e0658bd51b3,5272
0x3D175Bd687bE858283e0a698CF1B51d817eB5c20,5272
0x542D9568d7438BDEf18df91De9882B2A01808C12,5272
0x8BD7f275B2ee485522FB991a2A3b528b440521d8,5272
0xe17058397a6B762f497278eB52dde36c9788BdA3,5272
0x8C852D85357A818e6f9C97696905e08bB8F6aA06,5272
0xBa25F2fe1a5BFcEbEd350b2fC3bCA58d3E757854,5272
0x556F8EF4Fb9357996FF9cBE4864bA3140EAa3c72,5272
0x3Bb5Cb03e01e64eCDBc1d9CbA5E19322028c4603,5272
0x4c4Cdc8649a0B8D1d319581E1743207Ffe4502D0,5272
0x9D19A82f29A8DedE869Ec81fEA5cc7EA1EC7e4bA,5272
0x7CFCaAfed7b72Cc529dc0da44Ba92B2bbf2F67Ff,5272
0xDB5ee89fdAF67b8a4fE65EBFe9D763a54C3052a6,5272
0x88dD694eB900A670734892CA2E89f20dEFE2Ac8c,5272
0x54328B73849B1318817760AC452bceF4b5477438,5272
0xd0B1B81aB2d9B5dFEA49750C03225A8c1798870b,5272
0xD9bDab9a2bAd872fAd296ef21a42ceD3A8551D90,5272
0x30A38aC5c538F5E2318D47eCfD320fd54EA69ee0,5272
0x80306eac6aBe3508c2fEccFAa6670947A9162B63,5272
0xC0296486D42c4210781626dC024437C32b37140E,5272
0x564c548393f215862c40BCB6ADa92aa3C51D60bd,5272
0xd4Cf25621185f9bAF74937947D0F78B1C0dfc8C8,5272
0xC151CBB23a3b10FAA538d17d30B5897d6337Ab27,5272
0x0363a67C9f8e1f6A03Dce298cc7374228a27BeCC,5272
0xffF8DDc1B0c2A5b5b116Df1b7F5A7b54913ab30C,5272
0xa47a021Bf754d5831553FD9902700571C54E5ACF,5272
0xE83F97c3774a86Ea431C54fd2D1651A116F6158C,5272
0x75c86Ac646AC92a4181685eF52d497E5014E3B00,5272
0x61962F01D08eD20c562B964Ef4A0A0944417B77E,5272
0xCB4D5B59c8b0c95516896954a0246f9f35544C64,5272
0xF71B92ffBFA1c0080C44940F8BFbfDaCFB606A31,5272
0xE143F3651DF1C3689988cCb48C03797d3B262364,5272
0x45b6f29AD5298C9431DB57C909922C7767c7FC00,5272
0x62B0BA40138CEad5A783E28E9e4741263C2F7E3b,5272
0x25EAab8b0bdAf70CA5725808E4ffEfE4913dBCC4,5272
0x0109943602fBdbF70eEa6B5a758e154a5aa23679,5272
0xE9DFBD5F618f60e2ED975af99fD7FEd5079DeF15,5272
0xBA6736784eFb1f11DDd1487339Dc01795f6a61d2,5272
0x50313C3fc75dbe38E99157108C31c2BB8F7A3B45,5272
0xB5Fd925af32f3917d94a844DF451394c5A15365F,5272
0xcFdedA0C4d404732EcD4ea9e094212398077B666,5272
0x73039474443f808D932A0C3D8A2D809892ED7092,5272
0xC799c8E36384b76B25614a40Cd63cf7EF195c5Cf,5272
0x09B26E38EE800E5De3376F6450e488E6673e0868,5272
0x55FD90B6ff68D577E8379756fa4Db2082c1AF25a,5272
0xB101701025a0b11e1779F2a75eAFff9E5c6Bf6Da,5272
0x16c28EBff029877906C2D701387BeDbB970Af373,5272
0x706E2caa632B6373f11EC65d0607470B49F31005,5272
0x4d56080AE8516fF1D1471728435734816568E5dF,5272
0x55951bf26a3b78025f89f2Fe77bCc6f9982f9498,5272
0xFE389A0a89A4e30100a2B33d390E2e75a017a2f4,5272
0x8eB95ACBE978c4Dd2A11b7F06A28A89bFA081dE0,5272
0x35948609753e169b0DCCc6412f537c8eE7eCeA73,5272
0x6C75336408Dc738Bc23C51B153fb4C3Ae37d759B,5272
0x22Db3Ccf76613e5dA0AC5c8541c3DD87C9dA2f1C,5272
0x0A7e9951FdC4284E6f7DeedC9A874877DB72bFbb,5272
0x1125bD3B54a92254D5dE010b8919F872fCee5B92,5272
0x9d58D6e5e95f32c356917D2F05Da9AE93Ce259f0,5272
0x5A6efFCF5F6F7a61BCB2b667Bbb4dA117e0Bce30,5272
0x8CE1fd05640FE038fFeA51e472DAfd79948141CF,5272
0xf1EbE796A9252b466a7c334B7a426cE8e7821DED,5272
0x1ceEE2e31c15FCFB2988843e32740463322a23A4,5272
0x1060a28BdAF9360E61539c06844bCd41401C05bf,5272
0x4aD65FDBFD2e99560130481C95FD80f0868484cb,5272
0xFe0A2435A1B6D1d94363704EF1f97D4e86C622bF,5272
0xbef61f372b4914587Ea34B0d90E71EAF34f402A6,5272
0xB4307bE5000db986398c7A177e457f5C45C85a88,5272
0xC1a373E01eC8cc24Ab6038B9F5eb2dAF5bFF9E05,5272
0x3347758676d0a8D9168b6549eFD28f2C6aB78cd7,5272
0x1C0653CB1CAdbDF48dE39Ca3C3A96B17A64442f2,5272
0x2461D8B1a1A2F5102e3Cbd8903F25aAD1A43fA1A,5272
0xf61c709AB90A312Bd95B046Bb619C4fDAaa733B5,5272
0x1a4E29a2374d49f457f10c4c5aE3745b6fac5e7e,5272
0x52C8611dAE38c1ae69B141B09e6fd772B01F950A,5272
0x7fFa84b74CeC0875DA33C59ae8f41f8D96fa31c3,5272
0x271bf02d84566900FFEAA87f50F8eD89CFc5B7BB,5272
0x0fFcF30E78eb67853A671d05b6941a2Fa7249f30,5272
0x5Fa0235CE867Ce04e1630D21A902eb8F4DaF3126,5272
0x927ce9b7dad5BC4cA60691B9fA6569F9820fa3CC,5272
0x6C22fb61E413b0B2fc9d14e887e7680CA28aE575,5272
0x8EeD67AD5CE273CB9933A469c69C87Ef606D7b08,5272
0x2Fc32B9c6ba57ad83E5B4Ee51F8f793bA44807ed,5272
0x94F6Ced11eD139952fae93eF2503a070A4698947,5272
0x5A7726F2dd2E95549a5905dFE9e4bdfe66D8574d,5272
0x0231fFE3d56064d3e480fBc47742D6BFB59A9101,5272
0x58F2EB3E89ff08EB14451a8f5d6f268f88888888,5272
0x8FFaf96B25603f44468Cb277c9e323cCef204C9e,5272
0x16c55eA2B7e732e4120361addebb2931B5371D7F,5272
0x9E28F2Cf7cBD9096ec1C55452b7cC55c7290c4e0,5272
0x83C2D1718ee678Ac1CC4CA872EF334c2950154CA,5272
